name,api_name,type,tier_max_units,tier_min_units,tier_style,tier_variables,desc
Meeple,TFT17_ASTRONAUT,GOLD,9,7,5,"{'BonusHealth': 300.0, '{81f23603}': 4.0}","Astronauts attract Meeps that empower Astronaut abilities in meepy ways. They also gain bonus Health.<br><br><row>(@MinUnits@) @Meeps@ %i:set14AmpIcon%, @BonusHealth@ %i:scaleHealth%</row><br><row>(@MinUnits@) @Meeps@ %i:set14AmpIcon%, @BonusHealth@ %i:scaleHealth%</row><br><row>(@MinUnits@) @Meeps@ %i:set14AmpIcon%, @BonusHealth@ %i:scaleHealth%. Create a Cloning Slot on your bench. Gain gold and a 1-star copy of the champion placed there when cloning completes.</row><br><row>(@MinUnits@) @Meeps@ %i:set14AmpIcon%, @BonusHealth@ %i:scaleHealth%. SUMMON THE FOUR MEEPLORDS!</row><br><br><rules>Cloning time = Champion cost</rules>"
Meeple,TFT17_ASTRONAUT,PRISMATIC,25000,10,6,"{'BonusHealth': 500.0, '{81f23603}': 6.0}","Astronauts attract Meeps that empower Astronaut abilities in meepy ways. They also gain bonus Health.<br><br><row>(@MinUnits@) @Meeps@ %i:set14AmpIcon%, @BonusHealth@ %i:scaleHealth%</row><br><row>(@MinUnits@) @Meeps@ %i:set14AmpIcon%, @BonusHealth@ %i:scaleHealth%</row><br><row>(@MinUnits@) @Meeps@ %i:set14AmpIcon%, @BonusHealth@ %i:scaleHealth%. Create a Cloning Slot on your bench. Gain gold and a 1-star copy of the champion placed there when cloning completes.</row><br><row>(@MinUnits@) @Meeps@ %i:set14AmpIcon%, @BonusHealth@ %i:scaleHealth%. SUMMON THE FOUR MEEPLORDS!</row><br><br><rules>Cloning time = Champion cost</rules>"
Channeler,TFT17_MANATRAIT,BRONZE,2,2,1,"{'{446a27f8}': 1.0, '{447adcc5}': 3.0, '{c02c4568}': 0.20000000298023224}","Innate: Channelers gain @InnateManaGain*100@% additional Mana from all sources.<br><br>Your team gains Mana Regen, increased for Channelers.<br><br><expandRow>(@MinUnits@) @TeamManaRegen@ %i:TFTManaRegen% | @ChannelerManaRegen@ %i:TFTManaRegen%</expandRow><br><br>"
Channeler,TFT17_MANATRAIT,SILVER,3,3,3,"{'{446a27f8}': 1.0, '{447adcc5}': 4.0, '{c02c4568}': 0.20000000298023224}","Innate: Channelers gain @InnateManaGain*100@% additional Mana from all sources.<br><br>Your team gains Mana Regen, increased for Channelers.<br><br><expandRow>(@MinUnits@) @TeamManaRegen@ %i:TFTManaRegen% | @ChannelerManaRegen@ %i:TFTManaRegen%</expandRow><br><br>"
Channeler,TFT17_MANATRAIT,SILVER,4,4,3,"{'{446a27f8}': 2.0, '{447adcc5}': 6.0, '{c02c4568}': 0.20000000298023224}","Innate: Channelers gain @InnateManaGain*100@% additional Mana from all sources.<br><br>Your team gains Mana Regen, increased for Channelers.<br><br><expandRow>(@MinUnits@) @TeamManaRegen@ %i:TFTManaRegen% | @ChannelerManaRegen@ %i:TFTManaRegen%</expandRow><br><br>"
Channeler,TFT17_MANATRAIT,GOLD,25000,5,5,"{'{446a27f8}': 2.0, '{447adcc5}': 8.0, '{c02c4568}': 0.20000000298023224}","Innate: Channelers gain @InnateManaGain*100@% additional Mana from all sources.<br><br>Your team gains Mana Regen, increased for Channelers.<br><br><expandRow>(@MinUnits@) @TeamManaRegen@ %i:TFTManaRegen% | @ChannelerManaRegen@ %i:TFTManaRegen%</expandRow><br><br>"
Mecha,TFT17_MECHA,BRONZE,3,3,1,"{'AD': 0.20000000298023224, 'AP': 20.0, 'TeamSize': 1, '{3f11bdcd}': 0.6000000238418579}","Innate: Mecha units can transform into their Ultimate form, upgrading their ability and gaining @TransformedPercentHealth*100@% Health. Transformed Mechas take up two team slots and count twice for the Mecha trait.<br><br><row>(@MinUnits@) Energy Cells: Mechas gain @AP@%&nbsp;%i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) Overclocked Cells: Increased to @AP@%&nbsp;%i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) Precision Engineering: +@TeamSize@ max team size</row><br><br><rules>Use the Mecha-Former item to toggle the forms of your Mecha units</rules>"
Mecha,TFT17_MECHA,SILVER,5,4,3,"{'AD': 0.3499999940395355, 'AP': 35.0, 'TeamSize': 1, '{3f11bdcd}': 0.6000000238418579}","Innate: Mecha units can transform into their Ultimate form, upgrading their ability and gaining @TransformedPercentHealth*100@% Health. Transformed Mechas take up two team slots and count twice for the Mecha trait.<br><br><row>(@MinUnits@) Energy Cells: Mechas gain @AP@%&nbsp;%i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) Overclocked Cells: Increased to @AP@%&nbsp;%i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) Precision Engineering: +@TeamSize@ max team size</row><br><br><rules>Use the Mecha-Former item to toggle the forms of your Mecha units</rules>"
Mecha,TFT17_MECHA,GOLD,25000,6,5,"{'AD': 0.3499999940395355, 'AP': 35.0, 'TeamSize': 1, '{3f11bdcd}': 0.6000000238418579}","Innate: Mecha units can transform into their Ultimate form, upgrading their ability and gaining @TransformedPercentHealth*100@% Health. Transformed Mechas take up two team slots and count twice for the Mecha trait.<br><br><row>(@MinUnits@) Energy Cells: Mechas gain @AP@%&nbsp;%i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) Overclocked Cells: Increased to @AP@%&nbsp;%i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) Precision Engineering: +@TeamSize@ max team size</row><br><br><rules>Use the Mecha-Former item to toggle the forms of your Mecha units</rules>"
Factory New,TFT17_GRAVESTRAIT,LEGENDARY,25000,1,4,{'{05fe45bc}': 3.0},"After participating in combat, open an armory to purchase a permanent upgrade for your strongest Graves.<br><br>Every @NumberOfUpgradesBeforeRoundCostIncrease@ upgrades, future upgrades will take an additional round.<br><br><rules>Next Upgrade: @TFTUnitProperty.trait:TFT17_GravesTrait_RoundsUntilUpgrade@ Rounds.</rules>"
Stargazer,TFT17_STARGAZER,BRONZE,4,3,1,"{'{05ad6e71}': 0.20000000298023224, '{0923ca75}': 1.0, '{326db998}': 0.15000000596046448, '{37204635}': 10.0, '{3b1fef00}': 1, '{3d49cc86}': 20.0, '{3eb3e144}': 0.20000000298023224, '{457fd35a}': 1.0, '{47ed491f}': 0.15000000596046448, '{56df89e0}': 1000.0, '{57ccf261}': 0.25, '{5d0d57f1}': 10.0, '{63b8192f}': 0.10000000149011612, '{698b2779}': 3, '{74ccce14}': 0.07999999821186066, '{7adc6b6f}': 0.15000000596046448, '{80c9d1be}': 0.05000000074505806, '{a6419a0b}': 0.5, '{aa686d69}': 10.0, '{abed8603}': 1.2999999523162842, '{b44d11c3}': 0.10000000149011612, '{be79b595}': 10, '{c32af02f}': 0.05000000074505806, '{c365dfc6}': 3.0, '{c46c064d}': 0.30000001192092896, '{c91721ff}': 20.0, '{cd6187f4}': 0.30000001192092896, '{cd767296}': 0.07999999821186066, '{dc3fb039}': 3, '{e5275a69}': 0.019999999552965164, '{e8338a44}': 0.15000000596046448, '{f7e2b271}': 0.10000000149011612}","Stargazers chart a different constellation every game.<br><br>Stargazers in empowered hexes gain various bonuses, starting at (@MinUnits@) units.<br><br><rules>More hexes reveal at each player level.</rules>"
Stargazer,TFT17_STARGAZER,SILVER,6,5,3,"{'{05ad6e71}': 0.30000001192092896, '{0923ca75}': 1.0, '{326db998}': 0.25, '{37204635}': 10.0, '{3b1fef00}': 1, '{3d49cc86}': 30.0, '{3eb3e144}': 0.30000001192092896, '{457fd35a}': 2.0, '{47ed491f}': 0.15000000596046448, '{56df89e0}': 1000.0, '{57ccf261}': 0.3499999940395355, '{5d0d57f1}': 35.0, '{63b8192f}': 0.10000000149011612, '{698b2779}': 2, '{74ccce14}': 0.07999999821186066, '{7adc6b6f}': 0.20000000298023224, '{80c9d1be}': 0.07999999821186066, '{a6419a0b}': 0.5, '{aa686d69}': 10.0, '{abed8603}': 1.5, '{b44d11c3}': 0.10000000149011612, '{be79b595}': 10, '{c32af02f}': 0.05000000074505806, '{c365dfc6}': 4.0, '{c46c064d}': 0.44999998807907104, '{c91721ff}': 20.0, '{cd6187f4}': 0.44999998807907104, '{cd767296}': 0.07999999821186066, '{dc3fb039}': 3, '{e5275a69}': 0.029999999329447746, '{e8338a44}': 0.15000000596046448, '{f7e2b271}': 0.15000000596046448}","Stargazers chart a different constellation every game.<br><br>Stargazers in empowered hexes gain various bonuses, starting at (@MinUnits@) units.<br><br><rules>More hexes reveal at each player level.</rules>"
Stargazer,TFT17_STARGAZER,GOLD,25000,7,5,"{'{05ad6e71}': 0.44999998807907104, '{0923ca75}': 1.0, '{326db998}': 0.3499999940395355, '{37204635}': 10.0, '{3b1fef00}': 1, '{3d49cc86}': 40.0, '{3eb3e144}': 0.4000000059604645, '{457fd35a}': 3.0, '{47ed491f}': 0.15000000596046448, '{4f055cc9}': 0.009999999776482582, '{56df89e0}': 1000.0, '{57ccf261}': 0.44999998807907104, '{5d0d57f1}': 35.0, '{63b8192f}': 0.10000000149011612, '{74ccce14}': 0.07999999821186066, '{7adc6b6f}': 0.25, '{80c9d1be}': 0.10000000149011612, '{a6419a0b}': 0.5, '{aa686d69}': 10.0, '{abed8603}': 1.75, '{b44d11c3}': 0.10000000149011612, '{be79b595}': 10, '{c32af02f}': 0.05000000074505806, '{c365dfc6}': 5.0, '{c46c064d}': 0.6000000238418579, '{c4d51662}': 2, '{c91721ff}': 20.0, '{cd6187f4}': 0.6000000238418579, '{cd767296}': 0.07999999821186066, '{dc3fb039}': 3, '{e5275a69}': 0.03999999910593033, '{e65aca60}': 0.30000001192092896, '{e8338a44}': 0.15000000596046448, '{f7e2b271}': 0.20000000298023224}","Stargazers chart a different constellation every game.<br><br>Stargazers in empowered hexes gain various bonuses, starting at (@MinUnits@) units.<br><br><rules>More hexes reveal at each player level.</rules>"
Voyager,TFT17_FLEXTRAIT,BRONZE,2,2,1,"{'BonusDA': 0.09000000357627869, 'ShieldDuration': 15.0, 'ShieldHP': 175.0, '{2ad3e251}': 2.0}",Combat Start: Your Tanks and Fighters gain a Shield for @ShieldDuration@ seconds. Your other allies gain Damage Amp. <br><br>Voyagers gain double.<br><br><expandRow>(@MinUnits@) @ShieldHP@ Shield; @BonusDA*100@% %i:scaleDA%</expandRow><br>
Voyager,TFT17_FLEXTRAIT,SILVER,3,3,3,"{'BonusDA': 0.15000000596046448, 'ShieldDuration': 15.0, 'ShieldHP': 250.0, '{2ad3e251}': 2.0}",Combat Start: Your Tanks and Fighters gain a Shield for @ShieldDuration@ seconds. Your other allies gain Damage Amp. <br><br>Voyagers gain double.<br><br><expandRow>(@MinUnits@) @ShieldHP@ Shield; @BonusDA*100@% %i:scaleDA%</expandRow><br>
Voyager,TFT17_FLEXTRAIT,SILVER,4,4,3,"{'BonusDA': 0.18000000715255737, 'ShieldDuration': 15.0, 'ShieldHP': 350.0, '{2ad3e251}': 2.0}",Combat Start: Your Tanks and Fighters gain a Shield for @ShieldDuration@ seconds. Your other allies gain Damage Amp. <br><br>Voyagers gain double.<br><br><expandRow>(@MinUnits@) @ShieldHP@ Shield; @BonusDA*100@% %i:scaleDA%</expandRow><br>
Voyager,TFT17_FLEXTRAIT,SILVER,5,5,3,"{'BonusDA': 0.2199999988079071, 'ShieldDuration': 15.0, 'ShieldHP': 500.0, '{2ad3e251}': 2.0}",Combat Start: Your Tanks and Fighters gain a Shield for @ShieldDuration@ seconds. Your other allies gain Damage Amp. <br><br>Voyagers gain double.<br><br><expandRow>(@MinUnits@) @ShieldHP@ Shield; @BonusDA*100@% %i:scaleDA%</expandRow><br>
Voyager,TFT17_FLEXTRAIT,GOLD,25000,6,5,"{'BonusDA': 0.27000001072883606, 'ShieldDuration': 15.0, 'ShieldHP': 700.0, '{2ad3e251}': 2.0}",Combat Start: Your Tanks and Fighters gain a Shield for @ShieldDuration@ seconds. Your other allies gain Damage Amp. <br><br>Voyagers gain double.<br><br><expandRow>(@MinUnits@) @ShieldHP@ Shield; @BonusDA*100@% %i:scaleDA%</expandRow><br>
Party Animal,TFT17_BLITZCRANKUNIQUETRAIT,LEGENDARY,25000,1,4,"{'HealthThreshold': 0.44999998807907104, 'PercentHealthHeal': 0.15000000596046448}","Once per combat, after falling below @HealthThreshold*100@% percent Health, become untargetable and repair @PercentHealthHeal*100@% max Health per second. Upon reaching full Health, or when no other allies remain, return to combat. If fully healed, for the rest of combat Blitzcrank is in {{TFT17_SpaceGroove_TheGroove}} and Party Crasher's passive fires bolts four times as fast."
N.O.V.A.,TFT17_DRX,BRONZE,4,2,1,"{'AS': 0.20000000298023224, 'BonusTrueDamage': 0.10000000149011612, 'Heal': 0.15000000596046448, 'ShieldValue': 800.0, '{32acce47}': 6.0, '{bd4f38eb}': 0.30000001192092896}","<row>(@MinUnits@) @TeamAttackDelay@ seconds into combat, N.O.V.A. grant a power surge to allies based on champions.</row><br><row>(@MinUnits@) Gain a Striker selector. The chosen N.O.V.A. activates their Strike during the power surge.</row><br><br><ShowIf.TFT17_DRX_HasAatrox><status>Aatrox:</status> Ally Damage @ShredAndSunder*100@% <TFTKeyword>Shred</TFTKeyword> and <TFTKeyword>Sunders</TFTKeyword> enemies</ShowIf.TFT17_DRX_HasAatrox><ShowIfNot.TFT17_DRX_HasAatrox><TFTGuildInactive>Aatrox: Shred and Sunder enemies</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasAatrox><br><ShowIf.TFT17_DRX_HasCaitlyn><status>Caitlyn:</status> Grant allies @AS*100@% Attack Speed</ShowIf.TFT17_DRX_HasCaitlyn><ShowIfNot.TFT17_DRX_HasCaitlyn><TFTGuildInactive>Caitlyn: Grant Attack Speed</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasCaitlyn><br><ShowIf.TFT17_DRX_HasAkali><status>Akali:</status> Allies gain <TFTKeyword>Precision</TFTKeyword></ShowIf.TFT17_DRX_HasAkali><ShowIfNot.TFT17_DRX_HasAkali><TFTGuildInactive>Akali: Allies gain Precision</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasAkali><br><ShowIf.TFT17_DRX_HasMaokai><status>Maokai:</status> Allies heal @Heal*100@% max Health</ShowIf.TFT17_DRX_HasMaokai><ShowIfNot.TFT17_DRX_HasMaokai><TFTGuildInactive>Maokai: Heal allies</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasMaokai><br><ShowIf.TFT17_DRX_HasKindred><status>Kindred:</status> Shield the strongest Tank for <TFTBonus>@ShieldValue@</TFTBonus></ShowIf.TFT17_DRX_HasKindred><ShowIfNot.TFT17_DRX_HasKindred><TFTGuildInactive>Kindred: Shield an ally</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasKindred><br><ShowIf.TFT17_DRX_HasEmblem><status>Emblem:</status> Allies deal @BonusTrueDamage*100@% stacking bonus true damage</ShowIf.TFT17_DRX_HasEmblem><ShowIfNot.TFT17_DRX_HasEmblem><TFTGuildInactive>Emblem: Deal bonus true damage</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasEmblem>"
N.O.V.A.,TFT17_DRX,GOLD,25000,5,5,"{'AS': 0.20000000298023224, 'BonusTrueDamage': 0.10000000149011612, 'Heal': 0.15000000596046448, 'ShieldValue': 800.0, '{32acce47}': 6.0, '{bd4f38eb}': 0.30000001192092896}","<row>(@MinUnits@) @TeamAttackDelay@ seconds into combat, N.O.V.A. grant a power surge to allies based on champions.</row><br><row>(@MinUnits@) Gain a Striker selector. The chosen N.O.V.A. activates their Strike during the power surge.</row><br><br><ShowIf.TFT17_DRX_HasAatrox><status>Aatrox:</status> Ally Damage @ShredAndSunder*100@% <TFTKeyword>Shred</TFTKeyword> and <TFTKeyword>Sunders</TFTKeyword> enemies</ShowIf.TFT17_DRX_HasAatrox><ShowIfNot.TFT17_DRX_HasAatrox><TFTGuildInactive>Aatrox: Shred and Sunder enemies</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasAatrox><br><ShowIf.TFT17_DRX_HasCaitlyn><status>Caitlyn:</status> Grant allies @AS*100@% Attack Speed</ShowIf.TFT17_DRX_HasCaitlyn><ShowIfNot.TFT17_DRX_HasCaitlyn><TFTGuildInactive>Caitlyn: Grant Attack Speed</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasCaitlyn><br><ShowIf.TFT17_DRX_HasAkali><status>Akali:</status> Allies gain <TFTKeyword>Precision</TFTKeyword></ShowIf.TFT17_DRX_HasAkali><ShowIfNot.TFT17_DRX_HasAkali><TFTGuildInactive>Akali: Allies gain Precision</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasAkali><br><ShowIf.TFT17_DRX_HasMaokai><status>Maokai:</status> Allies heal @Heal*100@% max Health</ShowIf.TFT17_DRX_HasMaokai><ShowIfNot.TFT17_DRX_HasMaokai><TFTGuildInactive>Maokai: Heal allies</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasMaokai><br><ShowIf.TFT17_DRX_HasKindred><status>Kindred:</status> Shield the strongest Tank for <TFTBonus>@ShieldValue@</TFTBonus></ShowIf.TFT17_DRX_HasKindred><ShowIfNot.TFT17_DRX_HasKindred><TFTGuildInactive>Kindred: Shield an ally</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasKindred><br><ShowIf.TFT17_DRX_HasEmblem><status>Emblem:</status> Allies deal @BonusTrueDamage*100@% stacking bonus true damage</ShowIf.TFT17_DRX_HasEmblem><ShowIfNot.TFT17_DRX_HasEmblem><TFTGuildInactive>Emblem: Deal bonus true damage</TFTGuildInactive></ShowIfNot.TFT17_DRX_HasEmblem>"
Oracle,TFT17_TAHMKENCHUNIQUETRAIT,LEGENDARY,25000,1,4,{'rounds': 3},"Every @Rounds@ rounds, Tahm Kench grants a reward!<br><br>Rounds Remaining: @TFTUnitProperty.trait:TFT17_TahmKench_RoundsRemaining@<br>Last Reward: @TFTUnitProperty.trait:TFT17_TahmKench_LastReward@"
Sniper,TFT17_RANGEDTRAIT,BRONZE,2,2,1,"{'PerHexIncrease': 2.0, 'PercentDamageIncrease': 18.0}","Snipers gain Damage Amp, increased against targets farther away.<br><br><row>(@MinUnits@) @PercentDamageIncrease@%&nbsp;%i:scaleDA%; +@PerHexIncrease@%&nbsp;%i:scaleDA% per hex</row><br><row>(@MinUnits@) @PercentDamageIncrease@%&nbsp;%i:scaleDA%; +@PerHexIncrease@%&nbsp;%i:scaleDA% per hex</row><br><row>(@MinUnits@) @PercentDamageIncrease@%&nbsp;%i:scaleDA%; +@PerHexIncrease@%&nbsp;%i:scaleDA% per hex</row>"
Sniper,TFT17_RANGEDTRAIT,SILVER,3,3,3,"{'PerHexIncrease': 3.0, 'PercentDamageIncrease': 24.0}","Snipers gain Damage Amp, increased against targets farther away.<br><br><row>(@MinUnits@) @PercentDamageIncrease@%&nbsp;%i:scaleDA%; +@PerHexIncrease@%&nbsp;%i:scaleDA% per hex</row><br><row>(@MinUnits@) @PercentDamageIncrease@%&nbsp;%i:scaleDA%; +@PerHexIncrease@%&nbsp;%i:scaleDA% per hex</row><br><row>(@MinUnits@) @PercentDamageIncrease@%&nbsp;%i:scaleDA%; +@PerHexIncrease@%&nbsp;%i:scaleDA% per hex</row>"
Sniper,TFT17_RANGEDTRAIT,SILVER,25000,4,3,"{'PerHexIncrease': 4.0, 'PercentDamageIncrease': 28.0}","Snipers gain Damage Amp, increased against targets farther away.<br><br><row>(@MinUnits@) @PercentDamageIncrease@%&nbsp;%i:scaleDA%; +@PerHexIncrease@%&nbsp;%i:scaleDA% per hex</row><br><row>(@MinUnits@) @PercentDamageIncrease@%&nbsp;%i:scaleDA%; +@PerHexIncrease@%&nbsp;%i:scaleDA% per hex</row><br><row>(@MinUnits@) @PercentDamageIncrease@%&nbsp;%i:scaleDA%; +@PerHexIncrease@%&nbsp;%i:scaleDA% per hex</row>"
Divine Duelist,TFT17_FIORAUNIQUETRAIT,LEGENDARY,25000,1,4,"{'{39763872}': 1, '{5475e5e1}': 0.15000000596046448, '{882577b5}': 4, '{9168f934}': 1}",Your Tactician heals for @PlayerOmnivamp*100@% of player damage dealt from winning.<br><br>Fiora always wins a one on one duel.
Dark Lady,TFT17_MORGANAUNIQUETRAIT,LEGENDARY,1,1,4,"{'{7f053e07}': 0.10000000149011612, '{936f2bf0}': 0.05000000074505806}","Allies take @UntransformedAbilityDA*100@% less damage from abilities, increased to @TransformedAbilityDA*100@% while Morgana is in Dark Form."
